Sector,Subsector,Primary Property Type - Self Selected,Largest Property Use Type,Property GFA - Self-Reported (m²),Number of Buildings,Electricity Use - Grid Purchase (GJ),Natural Gas Use (GJ),Other_Fuels_GJ,District_Energy_GJ,Has_NaturalGas,Has_Electricity,Total (Location-Based) GHG Emissions (Metric Tons CO2e)
Municipal,Municipality,Fire Station,Fire Station,775.6,1,432.9,597.8,0.0,0.0,1,1,34.37
Municipal,Municipality,Fire Station,Fire Station,1431.5,1,812.5,1309.6,0.0,0.0,1,1,73.94
Municipal,Municipality,Fire Station,Fire Station,1006.5,1,548.5,84.1,0.0,0.0,1,1,9.71
Municipal,Municipality,Fire Station,Fire Station,663.5,1,367.9,638.6,0.0,0.0,1,1,35.77
Municipal,Municipality,Fire Station,Fire Station,1100.5,1,512.1,919.6,0.0,0.0,1,1,51.34
Municipal,Municipality,Fire Station,Fire Station,829.9,1,366.7,591.9,0.0,0.0,1,1,33.41
Municipal,Municipality,Fire Station,Fire Station,712.5,1,290.8,402.2,0.0,0.0,1,1,23.12
Municipal,Municipality,Fire Station,Fire Station,873.3,1,517.6,1078.3,0.0,0.0,1,1,59.36
Municipal,Municipality,Fire Station,Fire Station,1006.5,1,320.6,21.0,0.0,1065.1999999999998,1,1,70.26
Municipal,Municipality,Fire Station,Fire Station,513.8,1,223.4,485.5,0.0,0.0,1,1,26.63
Municipal,Municipality,Library,Library,3493.2,1,1846.8,1702.8,0.0,0.0,1,1,104.04
Municipal,Municipality,Library,Library,1267.2,1,820.8,199.3,0.0,0.0,1,1,18.22
Municipal,Municipality,Library,Library,397.9,1,120.2,110.9,0.0,0.0,1,1,6.77
Municipal,Municipality,Museum,Museum,289.5,1,25.2,165.3,0.0,0.0,1,1,8.56
Municipal,Municipality,Museum,Museum,2322.6,1,1126.9,1892.5,0.0,0.0,1,1,106.38
Municipal,Municipality,Office,Office,58.5,1,20.6,49.7,0.0,0.0,1,1,2.7
Municipal,Municipality,Office,Vehicle Repair Services,7862.1,1,3000.7,563.5,0.0,2824.5,1,1,271.33
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,313.0,1,15.8,156.4,0.0,0.0,1,1,8.02
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,184.4,1,16.1,254.3,0.0,0.0,1,1,12.94
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,492.0,1,124.4,,0.0,0.0,0,1,1.24
Municipal,Municipality,Other - Stadium,Stadium (Closed),3101.3,1,818.3,2157.9,0.0,0.0,1,1,116.63
Municipal,Municipality,Stadium (Closed),Stadium (Closed),2726.8,1,2.6,3737.1,0.0,0.0,1,1,187.84
Municipal,Municipality,Office,Office,14485.2,1,6927.8,242.8,0.0,7066.400000000001,1,1,634.58
Municipal,Municipality,Community Center and Social Meeting Hall,Ice/Curling Rink,13192.2,1,9569.6,10817.3,0.0,0.0,1,1,639.32
Municipal,Municipality,Community Center and Social Meeting Hall,Ice/Curling Rink,15620.6,1,11737.2,7088.1,0.0,0.0,1,1,473.59
Municipal,Municipality,Community Center and Social Meeting Hall,Ice/Curling Rink,3185.9,1,2430.0,1153.3,0.0,0.0,1,1,82.26
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,9609.7,1,5798.8,10605.9,0.0,0.0,1,1,591.0
Municipal,Municipality,Other - Stadium,Other - Stadium,2828.9,1,,948.3,0.0,0.0,1,0,47.66
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,408.8,1,0.0,101.8,0.0,0.0,1,1,5.12
Municipal,Municipality,Community Center and Social Meeting Hall,Ice/Curling Rink,4013.8,1,2022.9,1447.4,0.0,0.0,1,1,92.97
Municipal,Municipality,Community Center and Social Meeting Hall,Ice/Curling Rink,5671.2,1,2630.2,2118.0,0.0,0.0,1,1,132.75
Municipal,Municipality,Community Center and Social Meeting Hall,Fitness Center/Health Club/Gym,1886.1,1,847.8,1443.6,0.0,0.0,1,1,81.02
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,3092.2,1,1939.3,1036.5,0.0,0.0,1,1,71.48
Municipal,Municipality,Museum,Museum,6318.2,10,2114.4,2515.3,0.0,0.0,1,1,147.55
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,498.0,1,18.5,233.8,0.0,0.0,1,1,11.94
Municipal,Municipality,Vehicle Repair Services,Vehicle Repair Services,119.9,1,2.8,,0.0,0.0,0,1,0.03
Municipal,Municipality,Vehicle Repair Services,Vehicle Repair Services,674.4,1,205.8,1376.9,0.0,0.0,1,1,71.26
Municipal,Municipality,Vehicle Repair Services,Vehicle Repair Services,89.2,1,147.9,,0.0,0.0,0,1,1.48
Municipal,Municipality,Vehicle Repair Services,Vehicle Repair Services,252.6,1,129.7,196.5,0.0,0.0,1,1,11.17
Municipal,Municipality,Community Center and Social Meeting Hall,Fitness Center/Health Club/Gym,2188.5,1,915.7,1435.7,0.0,0.0,1,1,81.31
Municipal,Municipality,Other - Recreation,Other - Recreation,14266.2,1,12146.3,,0.0,22573.1,0,1,1884.82
Municipal,Municipality,Performing Arts,Performing Arts,2805.7,1,1249.5,178.7,0.0,0.0,1,1,21.48
Municipal,Municipality,Community Center and Social Meeting Hall,Other - Recreation,13656.8,1,10666.2,384.1,0.0,24029.2,1,1,2035.84
Municipal,Municipality,Other - Recreation,Other - Recreation,15668.3,1,15984.6,21044.9,0.0,0.0,1,1,1217.47
Municipal,Municipality,Other - Public Services,Other - Public Services,13393.3,1,6050.7,33919.2,0.0,0.0,1,1,1765.43
Municipal,Municipality,Other - Recreation,Other - Recreation,10367.5,1,8426.3,8616.6,0.0,0.0,1,1,517.3
Municipal,Municipality,Other - Recreation,Other - Recreation,8513.4,1,7443.6,8212.8,0.0,0.0,1,1,487.17
Municipal,Municipality,Other - Recreation,Other - Recreation,4012.3,1,4196.3,5189.9,0.0,0.0,1,1,302.78
Municipal,Municipality,Other - Recreation,Other - Recreation,3949.8,1,,5159.6,0.0,0.0,1,0,259.3
Municipal,Municipality,Other - Recreation,Other - Recreation,13864.2,1,7041.8,17350.9,0.0,0.0,1,1,942.4
Municipal,Municipality,Other - Recreation,Other - Recreation,3554.2,1,2360.8,4971.0,0.0,0.0,1,1,273.43
Municipal,Municipality,Other - Recreation,Other - Recreation,2676.5,1,2001.9,4775.6,0.0,0.0,1,1,260.02
Municipal,Municipality,Office,Office,5818.2,1,2251.5,3032.3,0.0,0.0,1,1,174.9
Municipal,Municipality,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,6223.6,1,7163.6,4622.4,0.0,0.0,1,1,303.94
Municipal,Municipality,Fire Station,Fire Station,5629.8,1,,4291.6,0.0,0.0,1,0,215.68
Municipal,Municipality,Other - Recreation,Other - Recreation,5462.3,1,2950.2,1467.0,0.0,0.0,1,1,103.23
Municipal,Municipality,Other - Recreation,Other - Recreation,4266.0,1,3115.0,3616.8,0.0,0.0,1,1,212.92
Municipal,Municipality,Office,Office,5313.6,1,4375.5,1375.6,0.0,0.0,1,1,112.89
Municipal,Municipality,Other - Recreation,Other - Recreation,13998.6,1,17344.9,23200.8,0.0,0.0,1,1,1339.42
Municipal,Municipality,Other - Public Services,Other - Public Services,39777.0,1,18404.7,42448.6,0.0,0.0,1,1,2317.32
Municipal,Municipality,Office,Office,17379.0,1,10127.3,6543.4,0.0,0.0,1,1,430.12
Municipal,Municipality,Fire Station,Fire Station,1007.3,1,727.6,380.2,0.0,0.0,1,1,26.38
Municipal,Municipality,Other - Recreation,Other - Recreation,10852.0,1,14796.4,26113.6,0.0,0.0,1,1,1460.32
Municipal,Municipality,Office,Office,4135.8,1,2032.2,2341.0,0.0,0.0,1,1,137.97
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,3866.3,1,3923.9,731.1,0.0,0.0,1,1,75.98
Municipal,Municipality,Library,Library,3707.3,1,2021.4,1370.1,0.0,0.0,1,1,89.07
Municipal,Municipality,Other - Recreation,Other - Recreation,4043.9,1,2129.6,1215.3,0.0,0.0,1,1,82.37
Municipal,Municipality,Other - Recreation,Other - Recreation,3189.1,1,,88.7,0.0,0.0,1,0,4.46
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,2218.4,1,1443.4,1438.5,0.0,0.0,1,1,86.72
Municipal,Municipality,Other - Recreation,Other - Recreation,3078.4,1,819.2,1570.1,0.0,0.0,1,1,87.1
Municipal,Municipality,Other - Recreation,Other - Recreation,2554.7,1,1331.7,2159.1,0.0,0.0,1,1,121.82
Municipal,Municipality,Other - Recreation,Other - Recreation,1256.4,1,897.3,2211.0,0.0,0.0,1,1,120.09
Municipal,Municipality,Other - Public Services,Other - Public Services,1171.0,1,770.2,4204.6,0.0,0.0,1,1,219.01
Municipal,Municipality,Other - Public Services,Other - Public Services,726.9,1,1035.5,2109.1,0.0,0.0,1,1,116.35
Municipal,Municipality,Other - Recreation,Other - Recreation,2698.9,1,908.7,2131.4,0.0,0.0,1,1,116.2
Municipal,Municipality,Other - Public Services,Other - Public Services,9372.7,1,5827.8,8818.7,0.0,0.0,1,1,501.47
Municipal,Municipality,Office,Office,17551.6,1,10559.8,6308.7,0.0,0.0,1,1,422.65
Municipal,Municipality,Fire Station,Fire Station,4333.2,1,1288.3,1460.9,0.0,0.0,1,1,86.3
Municipal,Municipality,Other - Public Services,Other - Public Services,7493.0,1,,4787.2,0.0,0.0,1,0,240.58
Municipal,Municipality,Office,Office,380.3,1,,182.4,0.0,0.0,1,0,9.17
Municipal,Municipality,Museum,Museum,689.2,1,304.9,280.5,0.0,0.0,1,1,17.15
Municipal,Municipality,Office,Office,760.5,1,41.7,373.1,0.0,0.0,1,1,19.17
Municipal,Municipality,Fire Station,Fire Station,300.4,1,237.2,66.7,0.0,0.0,1,1,5.72
Municipal,Municipality,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1088.4,1,1495.8,,0.0,0.0,0,1,14.96
Municipal,Municipality,Other - Public Services,Other - Public Services,356.4,1,3.1,,0.0,0.0,0,1,0.03
Municipal,Municipality,Museum,Museum,405.3,1,98.2,169.8,0.0,0.0,1,1,9.52
Municipal,Municipality,Other - Public Services,Other - Public Services,738.6,1,925.7,625.2,0.0,0.0,1,1,40.68
Municipal,Municipality,Office,Office,18.1,1,,99.7,0.0,0.0,1,0,5.01
Municipal,Municipality,Office,Office,71.4,1,20.0,33.9,0.0,0.0,1,1,1.91
Municipal,Municipality,Other - Public Services,Other - Public Services,138.3,1,128.9,19.6,0.0,0.0,1,1,2.27
Municipal,Municipality,Other - Public Services,Other - Public Services,85.3,1,151.1,105.5,0.0,0.0,1,1,6.81
Municipal,Municipality,Other - Public Services,Other - Public Services,663.0,1,392.8,344.4,0.0,0.0,1,1,21.24
Municipal,Municipality,Other - Recreation,Other - Recreation,2260.1,1,954.4,1241.4,0.0,0.0,1,1,71.93
Municipal,Municipality,Parking,Parking,243.8,1,,56.9,0.0,0.0,1,0,2.86
Municipal,Municipality,Other - Recreation,Other - Recreation,1821.1,1,2211.3,,0.0,0.0,0,1,22.11
Municipal,Municipality,Other - Recreation,Other - Recreation,139.7,1,122.8,,0.0,0.0,0,1,1.23
Municipal,Municipality,Other - Recreation,Other - Recreation,275.7,1,78.4,0.0,0.0,0.0,1,1,0.78
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,80.6,1,22.0,55.9,0.0,0.0,1,1,3.03
Municipal,Municipality,Office,Office,114.1,1,219.4,,0.0,0.0,0,1,2.19
Municipal,Municipality,Library,Library,2531.1,1,1081.4,957.4,0.0,0.0,1,1,58.93
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,206.1,1,181.8,,0.0,0.0,0,1,1.82
Municipal,Municipality,Other - Recreation,Other - Recreation,199.6,1,5.5,,0.0,0.0,0,1,0.05
Municipal,Municipality,Office,Office,698.3,1,212.2,684.6,0.0,0.0,1,1,36.53
Municipal,Municipality,Office,Office,698.6,1,188.9,421.7,0.0,0.0,1,1,23.08
Municipal,Municipality,Other - Public Services,Other - Public Services,699.1,1,89.0,376.8,0.0,0.0,1,1,19.83
Municipal,Municipality,Other - Recreation,Other - Recreation,596.0,1,274.8,577.8,0.0,0.0,1,1,31.79
Municipal,Municipality,Other - Public Services,Other - Public Services,408.0,1,155.7,705.8,0.0,0.0,1,1,37.03
Municipal,Municipality,Fire Station,Fire Station,629.5,1,451.0,839.9,0.0,0.0,1,1,46.72
Municipal,Municipality,Fire Station,Fire Station,1189.4,1,236.9,742.0,0.0,0.0,1,1,39.66
Municipal,Municipality,Fire Station,Fire Station,738.4,1,321.7,812.0,0.0,0.0,1,1,44.02
Municipal,Municipality,Fire Station,Fire Station,1028.4,1,533.7,763.3,0.0,0.0,1,1,43.7
Municipal,Municipality,Fire Station,Fire Station,722.9,1,419.7,466.5,0.0,0.0,1,1,27.64
Municipal,Municipality,Fire Station,Fire Station,738.4,1,349.8,479.6,0.0,0.0,1,1,27.6
Municipal,Municipality,Fire Station,Fire Station,873.4,1,354.6,635.3,0.0,0.0,1,1,35.47
Municipal,Municipality,Fire Station,Fire Station,589.5,1,238.4,399.7,0.0,0.0,1,1,22.47
Municipal,Municipality,Fire Station,Fire Station,871.2,1,570.3,531.4,0.0,0.0,1,1,32.41
Municipal,Municipality,Fire Station,Fire Station,847.8,1,390.1,558.7,0.0,0.0,1,1,31.98
Municipal,Municipality,Fire Station,Fire Station,1278.0,1,440.1,1135.7,0.0,0.0,1,1,61.48
Municipal,Municipality,Fire Station,Fire Station,778.4,1,263.4,548.7,0.0,0.0,1,1,30.21
Municipal,Municipality,Other - Public Services,Other - Public Services,412.2,1,686.8,,0.0,0.0,0,1,6.87
Municipal,Municipality,Other - Recreation,Other - Recreation,478.0,1,87.8,194.0,0.0,0.0,1,1,10.63
Municipal,Municipality,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,884.3,1,109.1,0.0,0.0,0.0,1,1,1.09
Municipal,Municipality,Other - Recreation,Other - Recreation,593.7,1,173.2,276.7,0.0,0.0,1,1,15.64
Municipal,Municipality,Parking,Parking,20894.5,1,1436.2,,0.0,0.0,0,1,14.36
Municipal,Municipality,Other - Recreation,Other - Recreation,3022.7,1,1560.6,,0.0,0.0,0,1,15.61
Municipal,Municipality,Parking,Parking,9205.7,1,537.3,,0.0,0.0,0,1,5.37
Municipal,Municipality,Other - Recreation,Other - Recreation,1061.7,1,648.9,1254.9,0.0,0.0,1,1,69.56
Municipal,Municipality,Other - Recreation,Other - Recreation,262.0,1,,224.9,0.0,0.0,1,0,11.3
Municipal,Municipality,Other - Recreation,Other - Recreation,1017.6,1,848.3,,0.0,0.0,0,1,8.48
Municipal,Municipality,Other - Public Services,Other - Public Services,705.5,1,3147.1,338.6,0.0,0.0,1,1,48.49
Municipal,Municipality,Other - Recreation,Other - Recreation,627.6,1,291.2,584.1,0.0,0.0,1,1,32.27
Municipal,Municipality,Library,Library,560.0,1,250.1,,0.0,0.0,0,1,2.5
Municipal,Municipality,Library,Library,2438.9,1,2693.5,68.2,0.0,0.0,1,1,30.36
Municipal,Municipality,Other - Public Services,Other - Public Services,792.5,1,1086.1,0.0,0.0,0.0,1,1,10.86
Municipal,Municipality,Museum,Museum,869.5,1,384.2,377.1,0.0,0.0,1,1,22.79
Municipal,Municipality,Fitness Center/Health Club/Gym,Ice/Curling Rink,11708.0,1,8869.2,,0.0,0.0,0,1,88.7
Municipal,Municipality,Library,Library,9290.3,1,981.3,,0.0,0.0,0,1,9.81
Municipal,Municipality,Vehicle Repair Services,Vehicle Repair Services,1448.5,1,284.4,,0.0,0.0,0,1,2.84
Municipal,Municipality,Office,Office,3372.6,0,1849.8,1714.6,0.0,0.0,1,1,104.67
Municipal,Municipality,Drinking Water Treatment & Distribution,Drinking Water Treatment & Distribution,1478.5,1,2711.5,,0.0,0.0,0,1,27.12
Municipal,Municipality,Wastewater Treatment Plant,Drinking Water Treatment & Distribution,619.8,1,2924.6,222.5,0.0,0.0,1,1,40.43
Municipal,Municipality,Transportation Terminal/Station,Transportation Terminal/Station,816.1,1,360.7,,0.0,0.0,0,1,3.61
Public Hospital,Acute,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),96154.7,1,57961.2,386.1,0.0,105455.3,1,1,9448.82
Public Hospital,Acute,Laboratory,Laboratory,83414.0,1,99579.3,65.6,0.0,70414.2,1,1,6908.27
Public Hospital,Acute,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),86028.3,1,87674.8,0.1,0.0,89317.7,1,1,8372.31
Public Hospital,Acute/Chronic,Senior Living Community,Senior Living Community,22285.5,1,9470.8,13512.0,0.0,0.0,1,1,773.76
Public Hospital,Acute/Chronic,Other - Specialty Hospital,Other - Specialty Hospital,57785.7,1,38687.3,12059.2,0.0,0.0,1,1,992.93
Public Hospital,Acute/Chronic,Other - Specialty Hospital,Other - Specialty Hospital,10409.2,1,4702.1,10161.0,0.0,0.0,1,1,557.67
Public Hospital,Chronic,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),148997.0,10,156508.1,406.3,0.0,133.5,1,1,1596.77
Public Hospital,Chronic,Outpatient Rehabilitation/Physical Therapy,Outpatient Rehabilitation/Physical Therapy,59999.0,3,33155.7,52856.0,0.0,0.0,1,1,2987.86
Public Hospital,Chronic,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),79146.0,9,71270.4,117027.5,0.0,0.0,1,1,6593.99
Public Hospital,Chronic,Medical Office,Medical Office,9290.3,1,3404.0,1472.2,0.0,0.0,1,1,108.03
Public Hospital,Chronic,Laboratory,Laboratory,31134.0,1,33951.3,44.0,0.0,69.1,1,1,347.54
Municipal,Municipality,Office,Office,14858.9,1,9017.3,6723.4,0.0,0.0,1,1,428.06
Municipal,Municipality,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,6436.5,1,5832.0,11285.2,0.0,0.0,1,1,625.46
Municipal,Municipality,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,12495.5,1,6792.2,10440.6,0.0,0.0,1,1,592.62
Municipal,Municipality,Other - Public Services,Other - Public Services,9126.1,1,5266.4,15359.9,0.0,0.0,1,1,824.58
Municipal,Municipality,Transportation Terminal/Station,Transportation Terminal/Station,24619.3,1,15782.9,21592.6,0.0,0.0,1,1,1242.98
Municipal,Municipality,Other - Recreation,Fitness Center/Health Club/Gym,13541.6,0,7017.3,7292.0,0.0,0.0,1,1,436.64
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,1951.0,1,1417.7,672.0,0.0,0.0,1,1,47.95
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,5841.3,1,3274.7,4822.2,0.0,0.0,1,1,275.09
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,6819.1,1,5287.5,5101.6,0.0,0.0,1,1,309.26
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,2691.5,1,1258.2,958.1,0.0,0.0,1,1,60.73
Municipal,Municipality,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,10500.7,1,6812.8,9384.0,0.0,0.0,1,1,539.73
Municipal,Municipality,Library,Library,4386.9,1,2370.8,3730.1,0.0,0.0,1,1,211.17
Municipal,Municipality,Performing Arts,Performing Arts,2296.6,1,2184.7,1649.3,0.0,0.0,1,1,104.73
Municipal,Municipality,Fire Station,Fire Station,522.0,0,181.5,237.4,0.0,0.0,1,1,13.75
Public Hospital,Acute/Chronic,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),61014.0,3,37594.4,143249.0,0.0,0.0,1,1,7574.98
Public Hospital,Acute/Chronic,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),8459.5,1,5403.9,9307.5,0.0,0.0,1,1,521.79
Municipal,Municipality,Fire Station,Fire Station,779.7,1,375.3,591.6,0.0,0.0,1,1,33.48
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,9332.5,1,5293.9,6645.5,0.0,0.0,1,1,386.91
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,22656.0,1,19796.3,15789.2,0.0,0.0,1,1,991.47
Municipal,Municipality,Performing Arts,Performing Arts,2811.9,1,832.7,1311.1,0.0,0.0,1,1,74.21
Municipal,Municipality,Office,Office,4232.7,1,2558.5,1416.3,0.0,0.0,1,1,96.76
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,2647.3,1,1564.9,1038.6,0.0,0.0,1,1,67.85
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,144.5,1,121.7,,0.0,0.0,0,1,1.22
Municipal,Municipality,Library,Library,3716.1,1,2186.1,1605.1,0.0,0.0,1,1,102.53
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,351.9,1,97.6,191.7,0.0,0.0,1,1,10.61
Municipal,Municipality,Fire Station,Fire Station,663.3,1,237.6,483.3,0.0,0.0,1,1,26.66
Municipal,Municipality,Fire Station,Fire Station,779.7,1,326.3,562.9,0.0,0.0,1,1,31.55
Municipal,Municipality,Fire Station,Fire Station,782.9,1,254.1,574.5,0.0,0.0,1,1,31.41
Municipal,Municipality,Fire Station,Fire Station,2375.4,1,731.7,1785.9,0.0,0.0,1,1,97.07
Municipal,Municipality,Other - Public Services,Other - Public Services,7923.0,1,2699.6,4940.9,0.0,0.0,1,1,275.3
Municipal,Municipality,Other - Public Services,Other - Public Services,566.7,1,309.7,473.3,0.0,0.0,1,1,26.88
Municipal,Municipality,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,1059.1,1,561.6,721.2,0.0,0.0,1,1,41.86
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,657.3,1,258.6,267.3,0.0,0.0,1,1,16.02
Municipal,Municipality,Community Center and Social Meeting Hall,Community Center and Social Meeting Hall,97.4,1,72.7,,0.0,0.0,0,1,0.73
Municipal,Municipality,Veterinary Office,Other - Public Services,315.9,1,183.7,238.5,0.0,0.0,1,1,13.82
Municipal,Municipality,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,5102.7,1,2403.8,13458.3,0.0,0.0,1,1,700.39
Municipal,Municipality,Museum,Museum,202.0,1,47.2,46.0,0.0,0.0,1,1,2.78
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,13396.0,1,12297.5,12540.7,0.0,0.0,1,1,753.22
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,6807.0,1,4680.5,6204.1,0.0,0.0,1,1,358.6
Municipal,Municipality,Ice/Curling Rink,Ice/Curling Rink,3750.0,1,2952.2,2101.1,0.0,0.0,1,1,135.11
Municipal,Municipality,Office,Office,2346.0,1,1966.3,1796.1,0.0,0.0,1,1,109.93
Municipal,Municipality,Library,Library,350.0,1,63.2,178.4,0.0,0.0,1,1,9.6
Municipal,Municipality,Library,Library,235.0,0,41.5,111.0,0.0,0.0,1,1,6.0
Municipal,Municipality,Lifestyle Center,Lifestyle Center,534.0,1,71.4,154.0,0.0,0.0,1,1,8.45
Municipal,Municipality,Library,Library,3545.0,1,1230.7,1979.1,0.0,0.0,1,1,111.77
Municipal,Municipality,Vehicle Repair Services,Vehicle Repair Services,6257.0,1,664.6,2814.5,0.0,0.0,1,1,148.09
Municipal,Municipality,Fire Station,Fire Station,1423.0,2,382.5,944.4,0.0,0.0,1,1,51.29
Municipal,Municipality,Fire Station,Fire Station,561.0,1,334.0,289.3,0.0,0.0,1,1,17.88
Municipal,Municipality,Wastewater Treatment Plant,Wastewater Treatment Plant,366.0,3,3599.0,,0.0,0.0,0,1,35.99
Municipal,Municipality,Wastewater Treatment Plant,Wastewater Treatment Plant,3778.0,8,17228.6,13325.3,0.0,0.0,1,1,841.96
Municipal,Municipality,Fire Station,Fire Station,379.0,1,260.2,,0.0,0.0,0,1,4.07
Municipal,Municipality,Fire Station,Fire Station,761.0,1,335.5,314.8,0.0,0.0,1,1,19.18
Municipal,Municipality,Fire Station,Fire Station,380.0,1,154.5,261.0,0.0,0.0,1,1,14.66
Municipal,Municipality,Other - Utility,Other - Utility,2.0,1,56.4,,0.0,0.0,0,1,0.56
Municipal,Municipality,Other - Utility,Other - Utility,2.0,1,102.7,,0.0,0.0,0,1,1.03
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,36.6,,0.0,0.0,0,1,0.37
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,8.2,,0.0,0.0,0,1,0.08
Municipal,Municipality,Other - Utility,Other - Utility,18.0,1,123.6,30.4,0.0,0.0,1,1,2.76
Municipal,Municipality,Other - Utility,Other - Utility,30.0,1,104.0,6.1,0.0,0.0,1,1,1.35
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,21.8,,0.0,0.0,0,1,0.22
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,37.1,,0.0,0.0,0,1,0.37
Municipal,Municipality,Other - Utility,Other - Utility,48.0,1,286.3,,0.0,0.0,0,1,2.86
Municipal,Municipality,Other - Utility,Other - Utility,49.0,1,211.5,,0.0,0.0,0,1,2.12
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,34.3,,0.0,0.0,0,1,0.34
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,7.8,,0.0,0.0,0,1,0.08
Municipal,Municipality,Other - Utility,Other - Utility,11.0,1,120.3,2.5,0.0,0.0,1,1,1.33
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,6.0,,0.0,0.0,0,1,0.06
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,52.2,,0.0,0.0,0,1,0.52
Municipal,Municipality,Other - Utility,Other - Utility,56.0,1,1039.5,,0.0,0.0,0,1,10.4
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,23.3,,0.0,0.0,0,1,0.23
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,17.4,,0.0,0.0,0,1,0.17
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,59.4,,0.0,0.0,0,1,0.59
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,1536.7,,0.0,0.0,0,1,15.37
Municipal,Municipality,Other - Utility,Other - Utility,27.0,1,125.1,,0.0,0.0,0,1,1.25
Municipal,Municipality,Other - Utility,Other - Utility,20.0,1,123.2,,0.0,0.0,0,1,1.23
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,9.5,,0.0,0.0,0,1,0.1
Municipal,Municipality,Other - Utility,Other - Utility,21.0,1,58.9,63.5,0.0,0.0,1,1,3.78
Municipal,Municipality,Other - Utility,Other - Utility,9.0,1,42.5,0.7,0.0,0.0,1,1,0.46
Municipal,Municipality,Other - Utility,Other - Utility,21.0,1,30.2,33.8,0.0,0.0,1,1,2.0
Municipal,Municipality,Other - Utility,Other - Utility,29.0,1,243.9,72.3,0.0,0.0,1,1,6.07
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,78.3,,0.0,0.0,0,1,0.78
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,15.6,,0.0,0.0,0,1,0.16
Municipal,Municipality,Other - Utility,Other - Utility,48.0,1,25.8,,0.0,0.0,0,1,0.26
Municipal,Municipality,Other - Utility,Other - Utility,22.0,1,46.5,,0.0,0.0,0,1,0.46
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,151.1,,0.0,0.0,0,1,1.51
Municipal,Municipality,Other - Utility,Other - Utility,35.0,1,117.1,,0.0,0.0,0,1,1.17
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,13.2,,0.0,0.0,0,1,0.13
Municipal,Municipality,Other - Utility,Other - Utility,37.0,1,32.7,,0.0,0.0,0,1,0.33
Municipal,Municipality,Other - Utility,Other - Utility,10.0,1,57.2,,0.0,0.0,0,1,0.57
